pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender
3,0,2,"Goldsmith, Mr. Nathan",41,0,0,SOTON/O.Q. 3101263,7.85, ,S, , ,"Philadelphia, PA",0
3,1,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31,1,1,363291,20.525, ,S,C D, ,"Strood, Kent, England Detroit, MI",1
3,0,2,"Goncalves, Mr. Manuel Estanslas",38,0,0,SOTON/O.Q. 3101306,7.05, ,S, , ,Portugal,0
3,0,1,"Goodwin, Master. Harold Victor",9,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0
3,0,1,"Goodwin, Master. Sidney Leonard",1,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0
3,0,1,"Goodwin, Master. William Frederick",11,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0
3,0,1,"Goodwin, Miss. Jessie Allis",10,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",1
3,0,1,"Goodwin, Miss. Lillian Amy",16,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",1
3,0,1,"Goodwin, Mr. Charles Edward",14,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0
3,0,1,"Goodwin, Mr. Charles Frederick",40,1,6,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",0
3,0,1,"Goodwin, Mrs. Frederick (Augusta Tyler)",43,1,6,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY",1
1,1,0,"Gracie, Col. Archibald IV",53,0,0,113780,28.5,C51,C,B, ,"Washington, DC",0
1,1,1,"Graham, Miss. Margaret Edith",19,0,0,112053,30,B42,S,3, ,"Greenwich, CT",1
1,0,2,"Graham, Mr. George Edward",38,0,1,PC 17582,153.4625,C91,S, ,147,"Winnipeg, MB",0
1,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",58,0,1,PC 17582,153.4625,C125,S,3, ,"Greenwich, CT",1
3,0,2,"Green, Mr. George Henry",51,0,0,21440,8.05, ,S, , ,"Dorking, Surrey, England",0
2,0,2,"Greenberg, Mr. Samuel",52,0,0,250647,13, ,S, ,19,"Bronx, NY",0
1,1,0,"Greenfield, Mr. William Bertram",23,0,1,PC 17759,63.3583,D10 D12,C,7, ,"New York, NY",0
1,1,0,"Greenfield, Mrs. Leo David (Blanche Strouse)",45,0,1,PC 17759,63.3583,D10 D12,C,7, ,"New York, NY",1
3,0,2,"Gronnestad, Mr. Daniel Danielsen",32,0,0,8471,8.3625, ,S, , ,"Foresvik, Norway Portland, ND",0
3,0,1,"Guest, Mr. Robert", ,0,0,376563,8.05, ,S, , , ,0
1,0,2,"Guggenheim, Mr. Benjamin",46,0,0,PC 17593,79.2,B82 B84,C, , ,"New York, NY",0
3,0,2,"Gustafsson, Mr. Alfred Ossian",20,0,0,7534,9.8458, ,S, , ,"Waukegan, Chicago, IL",0
3,0,2,"Gustafsson, Mr. Anders Vilhelm",37,2,0,3101276,7.925, ,S, ,98,"Ruotsinphytaa, Finland New York, NY",0
3,0,2,"Gustafsson, Mr. Johan Birger",28,2,0,3101277,7.925, ,S, , ,"Ruotsinphytaa, Finland New York, NY",0
3,0,2,"Gustafsson, Mr. Karl Gideon",19,0,0,347069,7.775, ,S, , ,"Myren, Sweden New York, NY",0
3,0,2,"Haas, Miss. Aloisia",24,0,0,349236,8.85, ,S, , , ,1
3,0,2,"Hagardon, Miss. Kate",17,0,0,AQ/3. 30631,7.7333, ,Q, , , ,1
3,0,2,"Hagland, Mr. Ingvald Olai Olsen", ,1,0,65303,19.9667, ,S, , , ,0
3,0,2,"Hagland, Mr. Konrad Mathias Reiersen", ,1,0,65304,19.9667, ,S, , , ,0
3,0,2,"Hakkarainen, Mr. Pekka Pietari",28,1,0,STON/O2. 3101279,15.85, ,S, , , ,0
3,1,2,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",24,1,0,STON/O2. 3101279,15.85, ,S,15, , ,1
2,0,0,"Hale, Mr. Reginald",30,0,0,250653,13, ,S, ,75,"Auburn, NY",0
2,1,0,"Hamalainen, Master. Viljo",.6667,1,1,250649,14.5, ,S,4, ,"Detroit, MI",0
2,1,0,"Hamalainen, Mrs. William (Anna)",24,0,2,250649,14.5, ,S,4, ,"Detroit, MI",1
3,0,2,"Hampe, Mr. Leon",20,0,0,345769,9.5, ,S, , , ,0
3,0,2,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292, ,C, ,188, ,0
3,0,0,"Hansen, Mr. Claus Peter",41,2,0,350026,14.1083, ,S, , , ,0
3,0,2,"Hansen, Mr. Henrik Juul",26,1,0,350025,7.8542, ,S, , , ,0
3,0,2,"Hansen, Mr. Henry Damsgaard",21,0,0,350029,7.8542, ,S, ,69, ,0
3,1,0,"Hansen, Mrs. Claus Peter (Jennie L Howard)",45,1,0,350026,14.1083, ,S,11, , ,1
2,0,0,"Harbeck, Mr. William H",44,0,0,248746,13, ,S, ,35,"Seattle, WA / Toledo, OH",0
1,1,0,"Harder, Mr. George Achilles",25,1,0,11765,55.4417,E50,C,5, ,"Brooklyn, NY",0
1,1,0,"Harder, Mrs. George Achilles (Dorothy Annan)",25,1,0,11765,55.4417,E50,C,5, ,"Brooklyn, NY",1
3,0,1,"Harknett, Miss. Alice Phoebe", ,0,0,W./C. 6609,7.55, ,S, , , ,1
3,0,2,"Harmer, Mr. Abraham (David Lishin)",25,0,0,374887,7.25, ,S,B, , ,0
2,1,1,"Harper, Miss. Annie Jessie ""Nina""",6,0,1,248727,33, ,S,11, ,"Denmark Hill, Surrey / Chicago",1
1,1,0,"Harper, Mr. Henry Sleeper",48,1,0,PC 17572,76.7292,D33,C,3, ,"New York, NY",0
1,1,0,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",49,1,0,PC 17572,76.7292,D33,C,3, ,"New York, NY",1
2,0,1,"Harper, Rev. John",28,0,1,248727,33, ,S, , ,"Denmark Hill, Surrey / Chicago",0
1,0,2,"Harrington, Mr. Charles H", ,0,0,113796,42.4, ,S, , , ,0
2,1,1,"Harris, Mr. George",62,0,0,S.W./PP 752,10.5, ,S,15, ,London,0
1,0,0,"Harris, Mr. Henry Birkhardt",45,1,0,36973,83.475,C83,S, , ,"New York, NY",0
2,0,1,"Harris, Mr. Walter",30,0,0,W/C 14208,10.5, ,S, , ,"Walthamstow, England",0
1,1,0,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35,1,0,36973,83.475,C83,S,D, ,"New York, NY",1
1,0,1,"Harrison, Mr. William",40,0,0,112059,0,B94,S, ,110, ,0
2,1,1,"Hart, Miss. Eva Miriam",7,0,2,F.C.C. 13529,26.25, ,S,14, ,"Ilford, Essex / Winnipeg, MB",1
2,0,1,"Hart, Mr. Benjamin",43,1,1,F.C.C. 13529,26.25, ,S, , ,"Ilford, Essex / Winnipeg, MB",0
3,0,2,"Hart, Mr. Henry", ,0,0,394140,6.8583, ,Q, , , ,0
2,1,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45,1,1,F.C.C. 13529,26.25, ,S,14, ,"Ilford, Essex / Winnipeg, MB",1
1,1,2,"Hassab, Mr. Hammad",27,0,0,PC 17572,76.7292,D49,C,3, , ,0
3,0,2,"Hassan, Mr. Houssein G N",11,0,0,2699,18.7875, ,C, , , ,0
1,1,2,"Hawksford, Mr. Walter James", ,0,0,16988,30,D45,S,3, ,"Kingston, Surrey",0
1,1,0,"Hays, Miss. Margaret Bechstein",24,0,0,11767,83.1583,C54,C,7, ,"New York, NY",1
1,0,2,"Hays, Mr. Charles Melville",55,1,1,12749,93.5,B69,S, ,307,"Montreal, PQ",0
1,1,2,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52,1,1,12749,93.5,B69,S,3, ,"Montreal, PQ",1
1,0,2,"Head, Mr. Christopher",42,0,0,113038,42.5,B11,S, , ,London / Middlesex,0
3,1,2,"Healy, Miss. Hanora ""Nora""", ,0,0,370375,7.75, ,Q,16, , ,1
3,1,2,"Hedman, Mr. Oskar Arvid",27,0,0,347089,6.975, ,S,15, , ,0
3,1,2,"Hee, Mr. Ling", ,0,0,1601,56.4958, ,S,C, , ,0
3,0,2,"Hegarty, Miss. Hanora ""Nora""",18,0,0,365226,6.75, ,Q, , , ,1
3,1,2,"Heikkinen, Miss. Laina",26,0,0,STON/O2. 3101282,7.925, ,S, , , ,1
3,0,2,"Heininen, Miss. Wendla Maria",23,0,0,STON/O2. 3101290,7.925, ,S, , , ,1
3,1,2,"Hellstrom, Miss. Hilda Maria",22,0,0,7548,8.9625, ,S,C, , ,1
3,0,2,"Hendekovic, Mr. Ignjac",28,0,0,349243,7.8958, ,S, ,306, ,0
3,0,2,"Henriksson, Miss. Jenny Lovisa",28,0,0,347086,7.775, ,S, , , ,1
3,0,2,"Henry, Miss. Delia", ,0,0,382649,7.75, ,Q, , , ,1
2,1,2,"Herman, Miss. Alice",24,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ",1
2,1,2,"Herman, Miss. Kate",24,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ",1
2,0,1,"Herman, Mr. Samuel",49,1,2,220845,65, ,S, , ,"Somerset / Bernardsville, NJ",0
2,1,2,"Herman, Mrs. Samuel (Jane Laver)",48,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ",1
2,1,2,"Hewlett, Mrs. (Mary D Kingcome)",55,0,0,248706,16, ,S,13, ,"India / Rapid City, SD",1
2,0,1,"Hickman, Mr. Leonard Mark",24,2,0,S.O.C. 14879,73.5, ,S, , ,"West Hampstead, London / Neepawa, MB",0
2,0,1,"Hickman, Mr. Lewis",32,2,0,S.O.C. 14879,73.5, ,S, ,256,"West Hampstead, London / Neepawa, MB",0
2,0,1,"Hickman, Mr. Stanley George",21,2,0,S.O.C. 14879,73.5, ,S, , ,"West Hampstead, London / Neepawa, MB",0
1,0,0,"Hilliard, Mr. Herbert Henry", ,0,0,17463,51.8625,E46,S, , ,"Brighton, MA",0
2,0,2,"Hiltunen, Miss. Marta",18,1,1,250650,13, ,S, , ,"Kontiolahti, Finland / Detroit, MI",1
1,0,1,"Hipkins, Mr. William Edward",55,0,0,680,50,C39,S, , ,London / Birmingham,0
1,1,0,"Hippach, Miss. Jean Gertrude",16,0,1,111361,57.9792,B18,C,4, ,"Chicago, IL",1
1,1,0,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44,0,1,111361,57.9792,B18,C,4, ,"Chicago, IL",1
3,1,2,"Hirvonen, Miss. Hildur E",2,0,1,3101298,12.2875, ,S,15, , ,1
3,1,2,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",22,1,1,3101298,12.2875, ,S,15, , ,1
2,1,1,"Hocking, Miss. Ellen ""Nellie""",20,2,1,29105,23, ,S,4, ,"Cornwall / Akron, OH",1
2,0,1,"Hocking, Mr. Richard George",23,2,1,29104,11.5, ,S, , ,"Cornwall / Akron, OH",0
2,0,1,"Hocking, Mr. Samuel James Metcalfe",36,0,0,242963,13, ,S, , ,"Devonport, England",0
2,1,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",54,1,3,29105,23, ,S,4, ,"Cornwall / Akron, OH",1
2,0,1,"Hodges, Mr. Henry Price",50,0,0,250643,13, ,S, ,149,Southampton,0
1,1,0,"Hogeboom, Mrs. John C (Anna Andrews)",51,1,0,13502,77.9583,D11,S,10, ,"Hudson, NY",1
2,0,1,"Hold, Mr. Stephen",44,1,0,26707,26, ,S, , ,"England / Sacramento, CA",0
2,1,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",29,1,0,26707,26, ,S,10, ,"England / Sacramento, CA",1
3,0,2,"Holm, Mr. John Fredrik Alexander",43,0,0,C 7075,6.45, ,S, , , ,0
3,0,2,"Holthen, Mr. Johan Martin",28,0,0,C 4001,22.525, ,S, , , ,0
1,0,0,"Holverson, Mr. Alexander Oskar",42,1,0,113789,52, ,S, ,38,"New York, NY",0
1,1,0,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35,1,0,113789,52, ,S,8, ,"New York, NY",1
1,1,0,"Homer, Mr. Harry (""Mr E Haven"")",35,0,0,111426,26.55, ,C,15, ,"Indianapolis, IN",0
3,1,2,"Honkanen, Miss. Eliina",27,0,0,STON/O2. 3101283,7.925, ,S, , , ,1
2,0,1,"Hood, Mr. Ambrose Jr",21,0,0,S.O.C. 14879,73.5, ,S, , ,"New Forest, England",0
3,0,2,"Horgan, Mr. John", ,0,0,370377,7.75, ,Q, , , ,0
2,1,2,"Hosono, Mr. Masabumi",42,0,0,237798,13, ,S,10, ,"Tokyo, Japan",0
3,1,1,"Howard, Miss. May Elizabeth", ,0,0,A. 2. 39186,8.05, ,S,C, , ,1
2,0,1,"Howard, Mr. Benjamin",63,1,0,24065,26, ,S, , ,"Swindon, England",0
2,0,1,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",60,1,0,24065,26, ,S, , ,"Swindon, England",1
1,1,0,"Hoyt, Mr. Frederick Maxfield",38,1,0,19943,90,C93,S,D, ,"New York, NY /  Stamford CT",0
1,0,0,"Hoyt, Mr. William Fisher", ,0,0,PC 17600,30.6958, ,C,14, ,"New York, NY",0
1,1,0,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35,1,0,19943,90,C93,S,D, ,"New York, NY /  Stamford CT",1
3,0,2,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42,0,0,348121,7.65,F G63,S, ,120, ,0
2,0,1,"Hunt, Mr. George Henry",33,0,0,SCO/W 1585,12.275, ,S, , ,"Philadelphia, PA",0
3,1,1,"Hyman, Mr. Abraham", ,0,0,3470,7.8875, ,S,C, , ,0
3,0,2,"Ibrahim Shawah, Mr. Yousseff",30,0,0,2685,7.2292, ,C, , , ,0
1,1,2,"Icard, Miss. Amelie",38,0,0,113572,80,B28, ,6, , ,1
2,1,2,"Ilett, Miss. Bertha",17,0,0,SO/C 14885,10.5, ,S, , ,Guernsey,1
3,0,2,"Ilieff, Mr. Ylio", ,0,0,349220,7.8958, ,S, , , ,0
3,0,0,"Ilmakangas, Miss. Ida Livija",27,1,0,STON/O2. 3101270,7.925, ,S, , , ,1
3,0,2,"Ilmakangas, Miss. Pieta Sofia",25,1,0,STON/O2. 3101271,7.925, ,S, , , ,1
1,0,0,"Isham, Miss. Ann Elizabeth",50,0,0,PC 17595,28.7125,C49,C, , ,"Paris, France New York, NY",1
1,1,1,"Ismay, Mr. Joseph Bruce",49,0,0,112058,0,B52 B54 B56,S,C, ,Liverpool,0
3,0,2,"Ivanoff, Mr. Kanio", ,0,0,349201,7.8958, ,S, , , ,0
2,0,1,"Jacobsohn, Mr. Sidney Samuel",42,1,0,243847,27, ,S, , ,London,0
2,1,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24,2,1,243847,27, ,S,12, ,London,1
3,1,2,"Jalsevac, Mr. Ivan",29,0,0,349240,7.8958, ,C,15, , ,0
3,1,2,"Jansson, Mr. Carl Olof",21,0,0,350034,7.7958, ,S,A, , ,0
3,0,2,"Jardin, Mr. Jose Neto", ,0,0,SOTON/O.Q. 3101305,7.05, ,S, , , ,0
2,0,1,"Jarvis, Mr. John Denzil",47,0,0,237565,15, ,S, , ,"North Evington, England",0
2,0,2,"Jefferys, Mr. Clifford Thomas",24,2,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ",0
2,0,2,"Jefferys, Mr. Ernest Wilfred",22,2,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ",0
2,0,1,"Jenkin, Mr. Stephen Curnow",32,0,0,C.A. 33111,10.5, ,S, , ,"St Ives, Cornwall / Houghton, MI",0
3,0,2,"Jensen, Mr. Hans Peder",20,0,0,350050,7.8542, ,S, , , ,0
3,0,0,"Jensen, Mr. Niels Peder",48,0,0,350047,7.8542, ,S, , , ,0
3,0,2,"Jensen, Mr. Svend Lauritz",17,1,0,350048,7.0542, ,S, , , ,0
3,1,2,"Jermyn, Miss. Annie", ,0,0,14313,7.75, ,Q,D, , ,1
2,1,0,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",23,0,0,SC/AH Basle 541,13.7917,D,C,11, ,"New York, NY",1
3,1,2,"Johannesen-Bratthammer, Mr. Bernt", ,0,0,65306,8.1125, ,S,13, , ,0
3,0,2,"Johanson, Mr. Jakob Alfred",34,0,0,3101264,6.4958, ,S, ,143, ,0
3,1,2,"Johansson Palmquist, Mr. Oskar Leander",26,0,0,347070,7.775, ,S,15, , ,0
3,0,2,"Johansson, Mr. Erik",22,0,0,350052,7.7958, ,S, ,156, ,0
3,0,2,"Johansson, Mr. Gustaf Joel",33,0,0,7540,8.6542, ,S, ,285, ,0
3,0,0,"Johansson, Mr. Karl Johan",31,0,0,347063,7.775, ,S, , , ,0
3,0,0,"Johansson, Mr. Nils",29,0,0,347467,7.8542, ,S, , , ,0
3,1,2,"Johnson, Master. Harold Theodor",4,1,1,347742,11.1333, ,S,15, , ,0
3,1,2,"Johnson, Miss. Eleanor Ileen",1,1,1,347742,11.1333, ,S,15, , ,1
3,0,2,"Johnson, Mr. Alfred",49,0,0,LINE,0, ,S, , , ,0
3,0,0,"Johnson, Mr. Malkolm Joackim",33,0,0,347062,7.775, ,S, ,37, ,0
3,0,0,"Johnson, Mr. William Cahoone Jr",19,0,0,LINE,0, ,S, , , ,0
3,1,2,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",27,0,2,347742,11.1333, ,S,15, , ,1
3,0,1,"Johnston, Master. William Arthur ""Willie""", ,1,2,W./C. 6607,23.45, ,S, , , ,0
3,0,1,"Johnston, Miss. Catherine Helen ""Carrie""", ,1,2,W./C. 6607,23.45, ,S, , , ,1
3,0,1,"Johnston, Mr. Andrew G", ,1,2,W./C. 6607,23.45, ,S, , , ,0
3,0,1,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)", ,1,2,W./C. 6607,23.45, ,S, , , ,1
1,0,0,"Jones, Mr. Charles Cresson",46,0,0,694,26, ,S, ,80,"Bennington, VT",0
3,0,2,"Jonkoff, Mr. Lalio",23,0,0,349204,7.8958, ,S, , , ,0
3,1,2,"Jonsson, Mr. Carl",32,0,0,350417,7.8542, ,S,15, , ,0
3,0,2,"Jonsson, Mr. Nils Hilding",27,0,0,350408,7.8542, ,S, , , ,0
1,0,1,"Julian, Mr. Henry Forbes",50,0,0,113044,26,E60,S, , ,London,0
3,0,2,"Jussila, Miss. Katriina",20,1,0,4136,9.825, ,S, , , ,1
3,0,2,"Jussila, Miss. Mari Aina",21,1,0,4137,9.825, ,S, , , ,1
3,1,2,"Jussila, Mr. Eiriik",32,0,0,STON/O 2. 3101286,7.925, ,S,15, , ,0
3,0,2,"Kallio, Mr. Nikolai Erland",17,0,0,STON/O 2. 3101274,7.125, ,S, , , ,0
3,0,2,"Kalvik, Mr. Johannes Halvorsen",21,0,0,8475,8.4333, ,S, , , ,0
2,0,2,"Kantor, Mr. Sinai",34,1,0,244367,26, ,S, ,283,"Moscow / Bronx, NY",0
2,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",24,1,0,244367,26, ,S,12, ,"Moscow / Bronx, NY",1
3,0,2,"Karaic, Mr. Milan",30,0,0,349246,7.8958, ,S, , , ,0
3,1,2,"Karlsson, Mr. Einar Gervasius",21,0,0,350053,7.7958, ,S,13, , ,0
3,0,2,"Karlsson, Mr. Julius Konrad Eugen",33,0,0,347465,7.8542, ,S, , , ,0
3,0,2,"Karlsson, Mr. Nils August",22,0,0,350060,7.5208, ,S, , , ,0
2,0,0,"Karnes, Mrs. J Frank (Claire Bennett)",22,0,0,F.C.C. 13534,21, ,S, , ,"India / Pittsburgh, PA",1
3,1,2,"Karun, Miss. Manca",4,0,1,349256,13.4167, ,C,15, , ,1
3,1,0,"Karun, Mr. Franz",39,0,1,349256,13.4167, ,C,15, , ,0
3,0,2,"Kassem, Mr. Fared", ,0,0,2700,7.2292, ,C, , , ,0
3,0,2,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",18.5,0,0,2682,7.2292, ,C, ,58, ,0
2,1,0,"Keane, Miss. Nora A", ,0,0,226593,12.35,E101,Q,10, ,"Harrisburg, PA",1
3,0,2,"Keane, Mr. Andrew ""Andy""", ,0,0,12460,7.75, ,Q, , , ,0
2,0,2,"Keane, Mr. Daniel",35,0,0,233734,12.35, ,Q, , , ,0
3,0,0,"Keefe, Mr. Arthur", ,0,0,323592,7.25, ,S,A, , ,0
1,0,2,"Keeping, Mr. Edwin",32.5,0,0,113503,211.5,C132,C, ,45, ,0
3,1,2,"Kelly, Miss. Anna Katherine ""Annie Kate""", ,0,0,9234,7.75, ,Q,16, , ,1
3,1,2,"Kelly, Miss. Mary", ,0,0,14312,7.75, ,Q,D, , ,1
3,0,2,"Kelly, Mr. James",44,0,0,363592,8.05, ,S, , , ,0
3,0,1,"Kelly, Mr. James",34.5,0,0,330911,7.8292, ,Q, ,70, ,0
2,1,1,"Kelly, Mrs. Florence ""Fannie""",45,0,0,223596,13.5, ,S,9, ,"London / New York, NY",1
3,1,2,"Kennedy, Mr. John", ,0,0,368783,7.75, ,Q, , , ,0
1,0,0,"Kent, Mr. Edward Austin",58,0,0,11771,29.7,B37,C, ,258,"Buffalo, NY",0
1,0,0,"Kenyon, Mr. Frederick R",41,1,0,17464,51.8625,D21,S, , ,"Southington / Noank, CT",0
1,1,2,"Kenyon, Mrs. Frederick R (Marion)", ,1,0,17464,51.8625,D21,S,8, ,"Southington / Noank, CT",1
3,0,2,"Khalil, Mr. Betros", ,1,0,2660,14.4542, ,C, , , ,0
3,0,2,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)", ,1,0,2660,14.4542, ,C, , , ,1
3,0,0,"Kiernan, Mr. John", ,1,0,367227,7.75, ,Q, , , ,0
3,0,2,"Kiernan, Mr. Philip", ,1,0,367229,7.75, ,Q, , , ,0
3,0,2,"Kilgannon, Mr. Thomas J", ,0,0,36865,7.7375, ,Q, , , ,0
1,1,0,"Kimball, Mr. Edwin Nelson Jr",42,1,0,11753,52.5542,D19,S,5, ,"Boston, MA",0
1,1,0,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",45,1,0,11753,52.5542,D19,S,5, ,"Boston, MA",1
3,1,2,"Kink-Heilmann, Miss. Luise Gretchen",4,0,2,315153,22.025, ,S,2, , ,1
3,1,2,"Kink-Heilmann, Mr. Anton",29,3,1,315153,22.025, ,S,2, , ,0
3,1,2,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",26,1,1,315153,22.025, ,S,2, , ,1
3,0,2,"Kink, Miss. Maria",22,2,0,315152,8.6625, ,S, , , ,1
3,0,2,"Kink, Mr. Vincenz",26,2,0,315151,8.6625, ,S, , , ,0
2,0,0,"Kirkland, Rev. Charles Leonard",57,0,0,219533,12.35, ,Q, , ,"Glasgow / Bangor, ME",0
1,0,0,"Klaber, Mr. Herman", ,0,0,113028,26.55,C124,S, , ,"Portland, OR",0
3,0,2,"Klasen, Miss. Gertrud Emilia",1,1,1,350405,12.1833, ,S, , , ,1
3,0,2,"Klasen, Mr. Klas Albin",18,1,1,350404,7.8542, ,S, , , ,0
3,0,2,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",36,0,2,350405,12.1833, ,S, , , ,1
2,0,2,"Knight, Mr. Robert J", ,0,0,239855,0, ,S, , ,Belfast,0
3,0,2,"Kraeff, Mr. Theodor", ,0,0,349253,7.8958, ,C, , , ,0
3,1,2,"Krekorian, Mr. Neshan",25,0,0,2654,7.2292,F E57,C,10, , ,0
1,1,2,"Kreuchen, Miss. Emilie",39,0,0,24160,211.3375, ,S,2, , ,1
2,0,2,"Kvillner, Mr. Johan Henrik Johannesson",31,0,0,C.A. 18723,10.5, ,S, ,165,"Sweden / Arlington, NJ",0
3,0,2,"Lahoud, Mr. Sarkis", ,0,0,2624,7.225, ,C, , , ,0
2,0,0,"Lahtinen, Mrs. William (Anna Sylfven)",26,1,1,250651,26, ,S, , ,"Minneapolis, MN",1
2,0,0,"Lahtinen, Rev. William",30,1,1,250651,26, ,S, , ,"Minneapolis, MN",0
3,0,2,"Laitinen, Miss. Kristina Sofia",37,0,0,4135,9.5875, ,S, , , ,1
3,0,2,"Laleff, Mr. Kristo", ,0,0,349217,7.8958, ,S, , , ,0
3,1,2,"Lam, Mr. Ali", ,0,0,1601,56.4958, ,S,C, , ,0
3,0,2,"Lam, Mr. Len", ,0,0,1601,56.4958, ,S, , , ,0
2,0,2,"Lamb, Mr. John Joseph", ,0,0,240261,10.7083, ,Q, , , ,0
3,1,2,"Landergren, Miss. Aurora Adelia",22,0,0,C 7077,7.25, ,S,13, , ,1
3,0,2,"Lane, Mr. Patrick", ,0,0,7935,7.75, ,Q, , , ,0
3,1,2,"Lang, Mr. Fang",26,0,0,1601,56.4958, ,S,14, , ,0
2,1,2,"Laroche, Miss. Louise",1,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti,1
2,1,2,"Laroche, Miss. Simonne Marie Anne Andree",3,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti,1
2,0,2,"Laroche, Mr. Joseph Philippe Lemercier",25,1,2,SC/Paris 2123,41.5792, ,C, , ,Paris / Haiti,0
2,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti,1
3,0,2,"Larsson-Rondberg, Mr. Edvard A",22,0,0,347065,7.775, ,S, , , ,0
3,0,0,"Larsson, Mr. August Viktor",29,0,0,7545,9.4833, ,S, , , ,0
3,0,2,"Larsson, Mr. Bengt Edvin",29,0,0,347067,7.775, ,S, , , ,0
1,1,0,"Leader, Dr. Alice (Farnham)",49,0,0,17465,25.9292,D17,S,8, ,"New York, NY",1
3,1,2,"Leeni, Mr. Fahim (""Philip Zenni"")",22,0,0,2620,7.225, ,C,6, , ,0
3,0,2,"Lefebre, Master. Henry Forbes", ,3,1,4133,25.4667, ,S, , , ,0
3,0,2,"Lefebre, Miss. Ida", ,3,1,4133,25.4667, ,S, , , ,1
3,0,2,"Lefebre, Miss. Jeannie", ,3,1,4133,25.4667, ,S, , , ,1
3,0,2,"Lefebre, Miss. Mathilde", ,3,1,4133,25.4667, ,S, , , ,1
3,0,2,"Lefebre, Mrs. Frank (Frances)", ,0,4,4133,25.4667, ,S, , , ,1
2,1,2,"Lehmann, Miss. Bertha",17,0,0,SC 1748,12, ,C,12, ,"Berne, Switzerland / Central City, IA",1
3,0,2,"Leinonen, Mr. Antti Gustaf",32,0,0,STON/O 2. 3101292,7.925, ,S, , , ,0
2,1,1,"Leitch, Miss. Jessie Wills", ,0,0,248727,33, ,S,11, ,"London / Chicago, IL",1
3,0,2,"Lemberopolous, Mr. Peter L",34.5,0,0,2683,6.4375, ,C, ,196, ,0
2,1,0,"Lemore, Mrs. (Amelia Milley)",34,0,0,C.A. 34260,10.5,F33,S,14, ,"Chicago, IL",1
3,0,2,"Lennon, Miss. Mary", ,1,0,370371,15.5, ,Q, , , ,1
3,0,2,"Lennon, Mr. Denis", ,1,0,370371,15.5, ,Q, , , ,0
3,0,2,"Leonard, Mr. Lionel",36,0,0,LINE,0, ,S, , , ,0
1,1,2,"LeRoy, Miss. Bertha",30,0,0,PC 17761,106.425, ,C,2, , ,1
3,0,1,"Lester, Mr. James",39,0,0,A/4 48871,24.15, ,S, , , ,0
1,1,2,"Lesurer, Mr. Gustave J",35,0,0,PC 17755,512.3292,B101,C,3, , ,0
